customerid,risk_score,risk_band,churn_probability,tenure_months,contract,internet_service,monthly_charges
2696-RZVZW,3,Low,0.0272,68,Two year,No,25.05
7014-ZZXAW,3,Low,0.0271,71,Two year,No,24.25
9964-WBQDJ,3,Low,0.0271,71,Two year,No,24.4
1116-FRYVH,3,Low,0.0271,48,Two year,DSL,39.4
1734-ZMNTZ,3,Low,0.0271,11,Two year,No,25.0
3612-YVGSJ,3,Low,0.0271,71,Two year,No,24.45
2984-RGEYA,3,Low,0.0271,69,Two year,No,19.75
6614-YWYSC,3,Low,0.0269,61,Two year,No,25.0
0895-LNKRC,3,Low,0.0269,6,One year,No,19.45
5546-QUERU,3,Low,0.0269,13,One year,No,19.95
6670-MFRPK,3,Low,0.0269,69,Two year,Fiber optic,79.2
5317-FLPJF,3,Low,0.0268,66,Two year,DSL,61.35
9588-YRFHY,3,Low,0.0268,49,Two year,No,19.9
1320-GVNHT,3,Low,0.0267,72,Two year,Fiber optic,108.4
2995-YWTCD,3,Low,0.0267,19,Two year,No,24.9
3125-RAHBV,3,Low,0.0267,22,One year,No,20.3
6734-PSBAW,3,Low,0.0267,72,Two year,No,23.55
4656-CAURT,3,Low,0.0267,69,Two year,No,23.95
7277-KAMWT,3,Low,0.0266,13,Two year,No,20.0
0263-FJTQO,3,Low,0.0266,50,Two year,DSL,70.5
3580-HYCSP,3,Low,0.0266,72,Two year,Fiber optic,110.3
2632-TACXW,3,Low,0.0266,62,Two year,No,23.65
7649-SIJJF,3,Low,0.0265,71,Two year,DSL,80.1
1090-PYKCI,3,Low,0.0265,69,One year,Fiber optic,105.1
6439-PKTRR,3,Low,0.0265,70,Two year,DSL,80.7
2599-CIPQE,3,Low,0.0264,71,Two year,Fiber optic,109.3
6368-TZZDT,3,Low,0.0263,4,Two year,No,19.5
0281-CNTZX,3,Low,0.0263,63,Two year,No,19.95
5743-KHMNA,3,Low,0.0262,71,Two year,No,25.55
5197-LQXXH,3,Low,0.0262,71,Two year,DSL,83.3
5249-QYHEX,3,Low,0.0262,40,Two year,No,24.8
5996-EBTKM,3,Low,0.0261,67,Two year,DSL,69.9
7274-CGTOD,3,Low,0.0261,62,Two year,DSL,43.7
1964-SVLEA,3,Low,0.026,20,One year,No,19.7
5917-RYRMG,3,Low,0.026,32,One year,No,19.8
7030-FZTFM,3,Low,0.0257,72,Two year,Fiber optic,110.9
9483-GCPWE,3,Low,0.0257,9,One year,No,20.1
1460-UZPRJ,3,Low,0.0256,60,Two year,No,19.95
5473-KHBPS,3,Low,0.0255,52,One year,Fiber optic,95.7
2498-XLDZR,3,Low,0.0255,32,Two year,DSL,73.6
5848-FHRFC,3,Low,0.0254,68,Two year,No,20.05
7190-XHTWJ,3,Low,0.0254,38,One year,No,19.3
3154-HMWUU,3,Low,0.0253,60,Two year,No,20.5
1599-EAHXY,3,Low,0.0253,60,One year,No,23.95
1354-YZFNB,3,Low,0.0252,4,Two year,No,19.55
2878-DHMIN,3,Low,0.0252,35,One year,No,19.9
3458-IDMFK,3,Low,0.0251,25,Two year,No,20.75
5680-LQOGP,3,Low,0.0251,68,Two year,DSL,82.45
8441-SHIPE,3,Low,0.0251,67,Two year,No,25.6
3913-RDSJZ,2,Low,0.025,64,Two year,No,25.55
7109-CQYUZ,2,Low,0.025,52,Two year,DSL,89.25
9339-FIIJL,2,Low,0.0249,72,Two year,DSL,85.95
2384-OVPSA,2,Low,0.0249,38,Two year,No,20.2
1395-WSWXR,2,Low,0.0249,24,Two year,No,20.75
6223-DHJGV,2,Low,0.0247,42,One year,No,20.65
2848-YXSMW,2,Low,0.0247,72,Two year,No,19.4
7602-DBTOU,2,Low,0.0246,71,Two year,No,19.6
4915-BFSXL,2,Low,0.0246,70,Two year,DSL,68.95
2387-KDZQY,2,Low,0.0245,17,One year,No,20.1
2027-DNKIV,2,Low,0.0245,37,One year,DSL,58.75
8859-DZTGQ,2,Low,0.0245,33,Two year,No,20.35
2560-QTSBS,2,Low,0.0245,72,One year,No,23.3
1776-SPBWV,2,Low,0.0244,34,One year,No,20.1
1015-JPFYW,2,Low,0.0244,7,One year,No,19.45
7969-FFOWG,2,Low,0.0244,65,Two year,No,19.9
2829-HYVZP,2,Low,0.0242,29,One year,No,19.8
2587-YNLES,2,Low,0.0242,6,Two year,No,20.1
3283-WCWXT,2,Low,0.0242,6,Two year,No,25.4
3889-VWBID,2,Low,0.0242,68,Two year,DSL,82.85
5181-OABFK,2,Low,0.0241,56,Two year,DSL,61.3
1982-FEBTD,2,Low,0.0241,23,Two year,No,25.6
1241-EZFMJ,2,Low,0.0241,61,Two year,No,25.45
2900-PHPLN,2,Low,0.024,70,Two year,No,19.55
8838-GPHZP,2,Low,0.024,63,Two year,No,20.6
5135-RDDQL,2,Low,0.024,63,Two year,DSL,50.65
1837-YQUCE,2,Low,0.0239,70,Two year,DSL,58.35
3133-PZNSR,2,Low,0.0239,72,Two year,Fiber optic,97.75
6813-GZQCG,2,Low,0.0239,45,Two year,No,24.65
9945-PSVIP,2,Low,0.0238,25,Two year,No,18.7
1930-BZLHI,2,Low,0.0237,21,One year,No,20.35
6725-TPKJO,2,Low,0.0237,44,Two year,No,20.05
3486-NPGST,2,Low,0.0237,36,One year,No,19.55
0839-JTCUD,2,Low,0.0236,66,Two year,DSL,89.9
4361-FEBGN,2,Low,0.0236,48,Two year,No,20.15
2509-TFPJU,2,Low,0.0235,72,Two year,No,25.75
4707-MAXGU,2,Low,0.0235,72,Two year,No,25.85
1187-WILMM,2,Low,0.0235,63,Two year,DSL,89.4
3973-SKMLN,2,Low,0.0233,71,Two year,No,19.9
3721-CNZHX,2,Low,0.0232,15,One year,No,19.8
5453-YBTWV,2,Low,0.0232,70,Two year,Fiber optic,101.1
6345-FZOQH,2,Low,0.0231,69,Two year,No,19.9
5338-YHWYT,2,Low,0.0231,37,Two year,DSL,61.45
5014-GSOUQ,2,Low,0.0231,13,Two year,No,19.95
5982-XMDEX,2,Low,0.0231,65,Two year,No,26.5
3696-DFHHB,2,Low,0.0231,68,Two year,No,25.5
6000-UKLWI,2,Low,0.0231,41,Two year,No,20.15
9509-MPYOD,2,Low,0.023,35,One year,No,20.75
2167-FQSTQ,2,Low,0.0229,72,Two year,DSL,92.4
4701-LKOZD,2,Low,0.0228,70,Two year,DSL,89.75
8347-GDTMP,2,Low,0.0228,64,Two year,No,19.45
6848-HJTXY,2,Low,0.0228,64,Two year,No,19.45
5196-WPYOW,2,Low,0.0228,67,One year,DSL,60.05
9028-LIHRP,2,Low,0.0228,71,Two year,Fiber optic,100.2
0404-AHASP,2,Low,0.0227,72,Two year,No,19.7
4393-GEADV,2,Low,0.0226,70,Two year,Fiber optic,114.75
6016-NXBNJ,2,Low,0.0226,35,One year,No,19.15
7815-PDTHL,2,Low,0.0226,35,Two year,No,20.2
7328-OWMOM,2,Low,0.0226,31,One year,No,20.1
2824-DXNKN,2,Low,0.0226,72,Two year,DSL,71.45
5457-COLHT,2,Low,0.0225,69,Two year,DSL,80.65
4616-ULAOA,2,Low,0.0225,65,Two year,Fiber optic,110.8
6051-PTVNS,2,Low,0.0223,55,One year,No,19.15
1897-RCFUM,2,Low,0.0223,39,One year,No,24.2
0505-SPOOW,2,Low,0.0222,70,Two year,No,19.8
5124-EOGYE,2,Low,0.0222,31,Two year,No,20.45
3389-KTRXV,2,Low,0.0222,23,Two year,No,23.85
9065-ZCPQX,2,Low,0.0222,72,Two year,DSL,78.85
6082-OQFBA,2,Low,0.0222,23,One year,No,19.65
0269-XFESX,2,Low,0.0222,23,One year,No,24.35
5158-RIVOP,2,Low,0.0222,11,Two year,No,20.9
8512-WIWYV,2,Low,0.0222,32,One year,No,20.35
8749-TZYEC,2,Low,0.0221,72,Two year,No,24.8
5696-JVVQY,2,Low,0.0221,48,Two year,DSL,70.1
1063-DHQJF,2,Low,0.0221,69,Two year,Fiber optic,92.15
0932-YIXYU,2,Low,0.0221,47,Two year,No,20.25
6370-ZVHDV,2,Low,0.0221,61,Two year,No,25.3
7037-MTYVW,2,Low,0.022,38,Two year,DSL,85.4
9958-MEKUC,2,Low,0.0219,72,Two year,Fiber optic,103.95
7301-ABVAD,2,Low,0.0219,72,Two year,DSL,86.6
1998-VHJHK,2,Low,0.0219,27,One year,No,19.15
7508-DQAKK,2,Low,0.0216,64,Two year,DSL,86.4
5788-YPOEG,2,Low,0.0216,34,Two year,DSL,84.75
6445-TNRXS,2,Low,0.0215,68,Two year,Fiber optic,114.7
8395-ETZKQ,2,Low,0.0214,68,One year,No,19.5
0804-YGEQV,2,Low,0.0214,43,One year,No,24.45
1635-HDGFT,2,Low,0.0213,19,Two year,No,20.5
6563-VRERX,2,Low,0.0212,33,One year,No,20.6
9916-AYHTC,2,Low,0.0212,48,Two year,No,19.85
7710-JSYOA,2,Low,0.0211,69,Two year,Fiber optic,93.3
3653-NCRDJ,2,Low,0.0209,43,One year,No,19.2
2193-SFWQW,2,Low,0.0208,72,Two year,Fiber optic,111.95
9541-ZPSEA,2,Low,0.0208,68,Two year,Fiber optic,80.35
5993-BQHEA,2,Low,0.0208,12,One year,No,20.05
7998-WNZEM,2,Low,0.0207,71,Two year,DSL,80.6
1506-YJTYT,2,Low,0.0207,45,Two year,DSL,73.85
8499-BRXTD,2,Low,0.0207,18,One year,No,20.1
7649-PHJVR,2,Low,0.0207,11,One year,No,19.5
8076-FEZKJ,2,Low,0.0207,10,One year,No,19.5
6348-SNFUS,2,Low,0.0206,72,Two year,DSL,55.45
1872-EBWSC,2,Low,0.0206,29,One year,No,20.35
2351-BKRZW,2,Low,0.0206,43,Two year,DSL,75.2
4636-TVXVG,2,Low,0.0205,62,One year,No,19.95
4302-ZYFEL,2,Low,0.0205,69,One year,No,20.55
7161-DFHUF,2,Low,0.0205,71,Two year,No,23.85
3950-VPYJB,2,Low,0.0204,57,One year,DSL,59.6
3120-FAZKD,2,Low,0.0204,54,Two year,No,24.05
2253-KPMNB,2,Low,0.0203,69,Two year,DSL,46.25
1697-LYYYX,2,Low,0.0203,61,One year,No,19.1
0754-EEBDC,2,Low,0.0203,4,Two year,No,19.9
1452-UZOSF,2,Low,0.0202,72,Two year,Fiber optic,106.1
6253-GNHWH,2,Low,0.0201,71,Two year,DSL,71.1
8774-GSBUN,2,Low,0.02,72,Two year,No,25.4
4312-KFRXN,2,Low,0.02,72,Two year,No,25.4
5847-MXBEO,2,Low,0.02,22,One year,No,20.3
1814-WFGVS,2,Low,0.0199,72,Two year,DSL,48.9
9593-CVZKR,2,Low,0.0199,56,Two year,No,24.45
3507-GASNP,2,Low,0.0198,60,Two year,No,19.95
9548-ZMVTX,2,Low,0.0198,72,Two year,Fiber optic,90.45
9178-JHUVJ,2,Low,0.0198,24,Two year,No,24.1
2545-LXYVJ,2,Low,0.0198,72,Two year,No,20.7
5622-UEJFI,2,Low,0.0196,35,Two year,No,25.4
5231-FIQPA,2,Low,0.0196,41,Two year,No,19.85
2908-WGAXL,2,Low,0.0196,56,Two year,No,24.95
2138-VFAPZ,2,Low,0.0195,14,Two year,No,19.7
3396-DKDEL,2,Low,0.0193,70,Two year,Fiber optic,115.15
1167-OYZJF,2,Low,0.0193,67,Two year,No,20.05
8148-WOCMK,2,Low,0.0192,8,Two year,No,19.6
3870-SPZSI,2,Low,0.0192,70,Two year,Fiber optic,113.05
8722-PRFDV,2,Low,0.0192,71,Two year,DSL,77.55
7860-UXCRM,2,Low,0.0191,63,Two year,DSL,74.5
0463-TXOAK,2,Low,0.0191,52,Two year,No,25.6
9624-EGDEQ,2,Low,0.0191,37,Two year,No,19.8
1092-WPIVQ,2,Low,0.019,18,Two year,No,25.1
2256-YLYLP,2,Low,0.019,68,Two year,DSL,72.95
9847-HNVGP,2,Low,0.0189,17,One year,No,19.95
5668-MEISB,2,Low,0.0189,72,Two year,Fiber optic,106.1
7643-RCHXS,2,Low,0.0188,63,Two year,No,19.35
9620-QJREV,2,Low,0.0188,47,One year,No,20.55
2650-GYRYL,2,Low,0.0188,33,One year,No,19.45
9479-HYNYL,2,Low,0.0187,71,Two year,DSL,80.7
6463-HHXJR,2,Low,0.0187,71,Two year,Fiber optic,100.5
3831-YCPUO,2,Low,0.0187,72,Two year,Fiber optic,109.5
9802-CAQUT,2,Low,0.0187,72,Two year,Fiber optic,109.55
7977-HXJKU,2,Low,0.0187,21,Two year,No,19.6
1568-LJSZU,2,Low,0.0186,68,Two year,DSL,92.2
6762-QVYJO,2,Low,0.0186,58,Two year,DSL,59.75
8197-BFWVU,2,Low,0.0183,72,Two year,DSL,93.25
1431-AIDJQ,2,Low,0.0183,33,Two year,DSL,82.1
8597-CTXVJ,2,Low,0.0183,70,One year,DSL,64.95
2314-TNDJQ,2,Low,0.0183,72,Two year,DSL,55.65
5924-SNGKP,2,Low,0.0183,41,One year,No,20.25
1534-OULXE,2,Low,0.0182,61,One year,DSL,49.7
6115-ZTBFQ,2,Low,0.0182,72,Two year,DSL,65.5
3050-RLLXC,2,Low,0.0182,56,Two year,DSL,81.25
8148-NLEGT,2,Low,0.0182,42,Two year,No,22.95
0847-HGRML,2,Low,0.0181,62,Two year,No,20.0
9602-WCXPI,2,Low,0.0181,50,One year,No,20.15
8413-YNHNV,2,Low,0.0181,69,Two year,DSL,90.65
2592-HODOV,2,Low,0.0181,13,One year,No,19.3
5707-ZMDJP,2,Low,0.018,53,Two year,DSL,69.7
4883-KCPZJ,2,Low,0.018,22,Two year,No,25.25
5003-XZWWO,2,Low,0.0179,71,Two year,DSL,84.2
8314-HTWVE,2,Low,0.0179,7,Two year,No,19.85
6546-OPBBH,2,Low,0.0179,51,One year,No,23.95
6010-DDPPW,2,Low,0.0179,70,Two year,No,25.15
1722-LDZJS,2,Low,0.0179,53,One year,No,20.2
3717-FDJFU,2,Low,0.0179,5,Two year,No,20.45
6892-BOGQE,2,Low,0.0179,71,Two year,No,20.9
9055-MOJJJ,2,Low,0.0178,64,One year,DSL,65.8
2808-CHTDM,2,Low,0.0178,23,Two year,No,25.1
7008-LZVOZ,2,Low,0.0178,66,Two year,No,25.3
5171-EPLKN,2,Low,0.0178,27,Two year,No,19.85
2072-ZVJJX,2,Low,0.0178,68,Two year,No,25.25
6479-OAUSD,2,Low,0.0176,25,One year,No,19.9
8735-SDUFN,2,Low,0.0176,72,Two year,No,24.3
3896-ZVNET,2,Low,0.0176,24,Two year,No,24.7
5006-MXVRN,2,Low,0.0175,39,Two year,No,20.7
0123-CRBRT,2,Low,0.0174,61,Two year,DSL,88.1
8100-PNJMH,2,Low,0.0174,68,Two year,DSL,88.85
9534-NSXEM,2,Low,0.0174,26,One year,No,20.65
6258-PVZWJ,2,Low,0.0174,68,Two year,DSL,90.8
2990-IAJSV,2,Low,0.0174,72,Two year,DSL,92.0
3352-RICWQ,2,Low,0.0173,9,Two year,No,19.75
1345-ZUKID,2,Low,0.0173,14,One year,No,19.35
3118-UHVVQ,2,Low,0.0173,68,Two year,No,25.8
8327-WKMIE,2,Low,0.0173,37,One year,No,20.15
3795-CAWEX,2,Low,0.0173,70,Two year,Fiber optic,116.55
2075-PUEPR,2,Low,0.0173,55,Two year,No,19.35
8639-NHQEI,2,Low,0.0172,72,Two year,Fiber optic,95.9
4194-FJARJ,2,Low,0.0171,54,Two year,DSL,60.0
6695-AMZUF,2,Low,0.0171,70,Two year,DSL,86.45
6828-HMKWP,2,Low,0.017,12,Two year,No,21.05
5176-LMJXE,2,Low,0.0169,47,Two year,No,20.55
7369-TRPFD,2,Low,0.0168,19,One year,No,18.8
1494-EJZDW,2,Low,0.0167,10,Two year,No,20.15
9824-QCJPK,2,Low,0.0167,36,One year,No,20.0
4795-UXVCJ,2,Low,0.0167,26,One year,No,19.8
0971-QIFJK,2,Low,0.0167,69,Two year,No,24.25
8292-ITGYJ,2,Low,0.0167,45,Two year,No,24.65
7083-MIOPC,2,Low,0.0166,72,Two year,No,20.25
6518-PPLMZ,2,Low,0.0166,53,Two year,No,19.4
9227-YBAXE,2,Low,0.0166,65,Two year,DSL,82.5
5266-PFRQK,2,Low,0.0165,52,One year,No,20.85
2977-CEBSX,2,Low,0.0165,66,Two year,DSL,90.05
3280-NMUVX,2,Low,0.0165,34,One year,No,19.6
4342-HFXWS,2,Low,0.0165,48,One year,DSL,69.7
7560-QRBXH,2,Low,0.0164,48,One year,No,19.95
1852-QSWCD,2,Low,0.0164,64,Two year,No,24.8
5627-TVBPP,2,Low,0.0163,35,One year,No,20.1
3774-VBNXY,2,Low,0.0163,64,Two year,No,20.2
4475-NVTLU,2,Low,0.0163,45,Two year,No,19.2
7139-JZFVG,2,Low,0.0162,60,Two year,DSL,60.5
7599-NTMDP,2,Low,0.0162,62,Two year,DSL,48.7
3982-JGSFD,2,Low,0.0161,36,One year,No,20.35
8295-KMENE,2,Low,0.0161,59,Two year,DSL,76.45
8265-HKSOW,2,Low,0.0161,72,Two year,Fiber optic,107.45
2122-SZZZD,2,Low,0.016,44,One year,No,19.5
4443-EMBNA,2,Low,0.016,71,Two year,No,24.75
9347-AERRL,2,Low,0.016,23,One year,No,19.3
6551-VLJMV,2,Low,0.016,34,Two year,No,20.05
9067-SQTNS,2,Low,0.016,44,One year,No,20.6
2346-CZYIL,2,Low,0.0159,27,Two year,No,20.35
7153-CHRBV,2,Low,0.0159,57,One year,DSL,59.3
8626-XHBIE,2,Low,0.0159,56,Two year,No,24.8
5647-URDKA,2,Low,0.0159,8,Two year,No,19.7
0902-RFHOF,2,Low,0.0159,38,One year,No,20.1
7695-PKLCZ,2,Low,0.0158,68,Two year,No,20.5
8450-LUGUK,2,Low,0.0158,37,Two year,No,24.1
2984-TBYKU,2,Low,0.0158,72,Two year,Fiber optic,104.9
8969-PRHFK,2,Low,0.0158,18,One year,No,19.65
9888-ZCUMM,2,Low,0.0157,64,Two year,DSL,60.05
6772-WFQRD,2,Low,0.0157,40,One year,No,20.4
5583-EJXRD,2,Low,0.0157,44,Two year,DSL,54.05
3836-FZSDJ,2,Low,0.0156,71,Two year,No,24.85
6855-VLGOS,2,Low,0.0155,72,Two year,No,20.55
7730-CLDSV,2,Low,0.0155,72,Two year,Fiber optic,98.65
6585-WCEWR,2,Low,0.0155,72,Two year,No,20.35
4335-UPJSI,2,Low,0.0154,24,Two year,No,19.75
5057-RKGLH,2,Low,0.0154,9,Two year,No,20.35
5519-TEEUH,2,Low,0.0153,33,One year,No,20.15
7205-BAIAD,2,Low,0.0153,40,Two year,No,20.6
5542-NKVRU,2,Low,0.0153,42,Two year,No,20.75
5380-XPJNZ,2,Low,0.0153,38,One year,No,20.05
0582-AVCLN,2,Low,0.0153,38,Two year,No,20.3
9430-NKQLY,2,Low,0.0153,72,Two year,No,25.1
2595-KIWPV,2,Low,0.0153,27,Two year,No,19.7
4644-OBGFZ,2,Low,0.0152,55,One year,No,19.5
5799-JRCZO,2,Low,0.0152,63,Two year,No,19.5
6823-SIDFQ,2,Low,0.0152,28,One year,No,18.25
4079-WWQQQ,2,Low,0.0152,72,Two year,DSL,65.55
5871-DGTXZ,2,Low,0.0152,32,One year,No,19.8
1468-DEFNC,2,Low,0.0151,64,Two year,No,24.4
4716-MRVEN,2,Low,0.015,29,One year,No,20.0
3230-JCNZS,2,Low,0.015,71,Two year,Fiber optic,99.0
7305-ZWMAJ,2,Low,0.015,30,One year,No,20.7
7463-IFMQU,1,Low,0.0149,72,Two year,No,20.05
1682-VCOIO,1,Low,0.0149,23,One year,No,20.45
4291-TPNFG,1,Low,0.0149,72,Two year,DSL,82.3
7115-IRDHS,1,Low,0.0149,72,Two year,No,24.65
7781-HVGMK,1,Low,0.0149,72,Two year,DSL,65.2
0825-CPPQH,1,Low,0.0148,71,Two year,No,19.1
1498-NHTLT,1,Low,0.0148,59,Two year,DSL,86.75
3129-AAQOU,1,Low,0.0148,19,Two year,No,25.6
8873-TMKGR,1,Low,0.0148,29,One year,No,19.1
7503-EPSZW,1,Low,0.0147,64,Two year,No,24.05
1131-QQZEB,1,Low,0.0147,71,Two year,No,23.95
5067-WJEUN,1,Low,0.0146,67,Two year,DSL,54.2
8015-IHCGW,1,Low,0.0146,72,Two year,Fiber optic,115.5
8022-BECSI,1,Low,0.0146,22,One year,No,19.6
6950-TWMYB,1,Low,0.0145,54,Two year,Fiber optic,79.95
3580-GICBM,1,Low,0.0145,61,Two year,No,24.2
7216-KAOID,1,Low,0.0145,41,One year,No,19.5
1089-XZWHH,1,Low,0.0144,24,Two year,No,19.7
8143-ETQTI,1,Low,0.0144,23,Two year,No,19.65
7096-ZNBZI,1,Low,0.0144,72,Two year,No,26.45
0219-QAERP,1,Low,0.0143,30,One year,No,19.8
1755-FZQEC,1,Low,0.0143,39,One year,No,19.9
2005-DWQZJ,1,Low,0.0142,8,Two year,No,19.05
3967-KXAPS,1,Low,0.0142,72,Two year,DSL,92.3
2749-CTKAJ,1,Low,0.0141,22,One year,No,20.15
2821-WARNZ,1,Low,0.0141,49,One year,No,19.45
9530-GRMJG,1,Low,0.0141,70,Two year,DSL,84.1
4092-OFQZS,1,Low,0.0141,20,One year,No,20.65
8434-VGEQQ,1,Low,0.014,61,Two year,No,20.55
8237-ULIXL,1,Low,0.014,72,Two year,No,24.85
8999-EXMNO,1,Low,0.0139,19,Two year,No,20.15
0071-NDAFP,1,Low,0.0139,25,Two year,No,25.5
4625-LAMOB,1,Low,0.0138,44,Two year,No,20.4
4293-ETKAP,1,Low,0.0137,65,Two year,DSL,79.4
3978-YNKDD,1,Low,0.0137,19,Two year,No,20.85
2804-ETQDK,1,Low,0.0137,66,Two year,No,20.55
5010-IPEAQ,1,Low,0.0136,67,Two year,DSL,54.2
3563-SVYLG,1,Low,0.0136,68,Two year,DSL,62.65
1401-FTHFQ,1,Low,0.0135,23,One year,No,20.0
2535-PBCGC,1,Low,0.0135,70,Two year,DSL,64.55
7480-SPLEF,1,Low,0.0134,69,Two year,No,26.0
9127-FHJBZ,1,Low,0.0133,72,Two year,Fiber optic,114.0
5774-QPLTF,1,Low,0.0133,50,One year,No,20.35
3084-DOWLE,1,Low,0.0133,72,Two year,DSL,92.0
8807-OPMBM,1,Low,0.0133,55,Two year,No,25.65
5322-ZSMZY,1,Low,0.0132,31,Two year,No,25.75
2300-RQGOI,1,Low,0.0131,38,Two year,No,20.05
8917-FAEMR,1,Low,0.0131,37,Two year,No,19.85
0704-VCUMB,1,Low,0.013,61,Two year,No,20.25
1209-VFFOC,1,Low,0.013,68,Two year,DSL,56.4
0784-ZQJZX,1,Low,0.013,72,Two year,No,19.9
2229-DPMBI,1,Low,0.0129,8,Two year,No,19.5
7873-CVMAW,1,Low,0.0129,72,Two year,DSL,88.55
7026-YMSBE,1,Low,0.0129,30,One year,No,19.7
9297-EONCV,1,Low,0.0129,72,Two year,DSL,91.35
6898-RBTLU,1,Low,0.0128,49,Two year,DSL,79.3
0936-NQLJU,1,Low,0.0128,41,Two year,No,20.65
2169-RRLFW,1,Low,0.0127,71,Two year,No,25.6
2569-WGERO,1,Low,0.0127,72,Two year,No,21.15
4735-BJKOU,1,Low,0.0126,40,Two year,No,20.15
1172-VIYBP,1,Low,0.0126,53,Two year,DSL,69.7
3967-VQOGC,1,Low,0.0126,67,Two year,No,24.9
5115-GZDEL,1,Low,0.0125,72,Two year,DSL,67.2
9710-NJERN,1,Low,0.0124,39,Two year,No,20.15
3745-HRPHI,1,Low,0.0123,66,Two year,DSL,54.65
2661-GKBTK,1,Low,0.0122,60,Two year,DSL,76.95
1757-TCATG,1,Low,0.0122,35,One year,No,20.05
7569-NMZYQ,1,Low,0.0122,72,Two year,Fiber optic,118.75
1269-FOYWN,1,Low,0.0122,44,One year,No,20.0
3544-FBCAS,1,Low,0.0122,72,Two year,DSL,83.6
2788-CJQAQ,1,Low,0.0122,13,One year,No,19.45
0654-PQKDW,1,Low,0.0121,62,One year,DSL,70.75
5214-CHIWJ,1,Low,0.012,27,One year,No,20.3
9337-SRRNI,1,Low,0.012,66,Two year,No,25.3
1764-VUUMT,1,Low,0.012,66,Two year,No,19.95
5248-RPYWW,1,Low,0.012,72,Two year,DSL,90.15
2892-GESUL,1,Low,0.0119,18,Two year,No,19.35
5751-USDBL,1,Low,0.0119,46,Two year,DSL,81.0
3486-HOOGQ,1,Low,0.0117,70,Two year,DSL,79.7
9845-QOMAD,1,Low,0.0116,14,One year,No,19.75
8514-VZHEB,1,Low,0.0116,59,Two year,No,19.5
4323-ELYYB,1,Low,0.0116,13,One year,No,20.0
6485-QXWWE,1,Low,0.0116,62,Two year,No,26.0
8896-RAZCR,1,Low,0.0116,44,Two year,No,19.9
3985-HOYPM,1,Low,0.0115,26,One year,No,19.4
1561-BWHIN,1,Low,0.0114,19,One year,No,19.8
8748-HFWBO,1,Low,0.0114,19,One year,No,19.9
0562-FGDCR,1,Low,0.0113,72,Two year,DSL,74.55
8404-VIOMB,1,Low,0.0113,66,Two year,DSL,62.5
6024-RUGGH,1,Low,0.0112,72,Two year,No,25.2
4891-NLUBA,1,Low,0.0112,61,Two year,DSL,61.45
8779-YIQQA,1,Low,0.0112,21,One year,No,19.8
5320-BRKGK,1,Low,0.0112,58,Two year,DSL,75.8
5893-KCLGT,1,Low,0.0112,72,Two year,No,19.75
4139-DETXS,1,Low,0.0112,72,Two year,DSL,64.45
5474-LAMUQ,1,Low,0.0111,24,One year,No,20.1
1843-TLSGD,1,Low,0.0111,13,Two year,No,20.85
8402-OOOHJ,1,Low,0.0111,41,Two year,No,20.65
5939-SXWHM,1,Low,0.0111,48,Two year,No,26.3
2481-SBOYW,1,Low,0.011,61,Two year,No,25.0
8957-THMOA,1,Low,0.011,50,Two year,No,20.15
3097-FQTVJ,1,Low,0.011,41,Two year,No,20.0
9135-MGVPY,1,Low,0.011,69,Two year,DSL,84.7
7164-BPTUT,1,Low,0.011,57,Two year,DSL,89.55
1027-LKKQQ,1,Low,0.0109,72,Two year,DSL,80.45
3779-OSWCF,1,Low,0.0109,71,Two year,DSL,93.2
1987-AUELQ,1,Low,0.0109,71,Two year,No,25.05
5016-LIPDW,1,Low,0.0108,57,One year,No,19.4
1306-RPWXZ,1,Low,0.0108,49,Two year,No,20.45
4836-WNFNO,1,Low,0.0108,72,Two year,No,25.0
9801-NOSHQ,1,Low,0.0107,23,One year,No,19.8
7018-FPXHH,1,Low,0.0107,56,Two year,DSL,59.8
4900-MSOMT,1,Low,0.0106,72,Two year,DSL,80.2
1775-KWJKQ,1,Low,0.0105,72,Two year,DSL,89.85
9650-VBUOG,1,Low,0.0104,38,Two year,No,25.05
6060-QBMGV,1,Low,0.0104,70,Two year,No,19.85
8966-KZXXA,1,Low,0.0104,36,Two year,No,25.1
0224-NIJLP,1,Low,0.0104,8,Two year,No,20.15
3913-FCUUW,1,Low,0.0104,72,Two year,DSL,70.45
3810-DVDQQ,1,Low,0.0103,72,Two year,Fiber optic,117.6
3498-LZGQZ,1,Low,0.0103,63,Two year,No,19.15
3460-TJBWI,1,Low,0.0103,24,Two year,No,24.2
5859-HZYLF,1,Low,0.0102,26,Two year,No,19.15
4231-LZUYM,1,Low,0.0102,72,Two year,No,25.65
3726-TBHQT,1,Low,0.0101,71,Two year,Fiber optic,114.0
1272-ILHFG,1,Low,0.0101,15,One year,No,19.65
9242-TKFSV,1,Low,0.01,72,Two year,DSL,65.1
8008-OTEZX,1,Low,0.01,35,One year,No,19.65
0270-THENM,1,Low,0.01,72,Two year,DSL,69.85
5480-XTFFL,1,Low,0.0098,31,Two year,No,21.0
1699-TLDLZ,1,Low,0.0097,16,Two year,No,19.7
6527-PZFPV,1,Low,0.0097,24,One year,No,20.8
7101-HRBLJ,1,Low,0.0097,72,Two year,DSL,83.7
0206-OYVOC,1,Low,0.0097,46,Two year,No,19.25
9585-KKMFD,1,Low,0.0097,41,Two year,No,20.0
